Wavelength / nm	385 nm 0,1 A	405nm, 36mA	415 nm, 25 mA	450 nm, 30 mA
321.0	0.00025876841945035464	-7.782898577089182e-05	-0.0002931403145472058	4.4261352122850165e-06
322.0	0.00030516996715065014	-5.606910661305884e-05	0.00024102175354281805	-0.00010641968575593161
323.0	0.0002620828157146588	0.0004071054640322913	8.019876530065841e-05	0.00010488016046473072
324.0	0.0002985411746220325	0.00028587185158149113	6.296773084614072e-05	-0.00038007030627122934
325.0	0.0004708897803660073	0.0004195396806939089	4.573669639162304e-05	-0.00018262618767158178
326.0	-1.3012074222838272e-05	4.340462667989954e-05	9.455796067942587e-05	-0.00015491473242953255
327.0	0.00031179875967926786	0.0002485692015966295	-0.0001150862918505366	-5.792463908234053e-05
328.0	0.00021568126801435389	0.0003356087182279703	-0.00010647077462327776	-3.367711574554499e-05
329.0	-0.0001091295658877428	0.0005096877514906519	-0.00022995985488064364	-2.6749251935027755e-05
330.0	0.00020573807922143208	0.00027032908075447134	0.00019794416740652384	-8.217216241913607e-05
331.0	-0.00013233033973789055	0.00033871727239338133	0.0003099458913608888	0.00018455059428564442
332.0	-2.626965928006421e-05	0.00036358570571661653	-5.47776712597247e-05	-5.09967752718233e-05
333.0	7.316222864915387e-05	0.0007241779889035972	0.000867082672056939	0.0004789848062324741
334.0	0.00019910928669282383	0.0002672205265890603	0.00022091888001255015	-0.0001756983238610744
335.0	0.0006134088197312168	0.00020504944328096354	0.00016635393757324685	-0.000130667209092737
336.0	0.000301855570886346	0.00029519751407770654	8.594244345216703e-05	-0.00012373934528221977
337.0	0.0004510034027801637	0.0003138488390701373	0.00048799991405756616	8.756050093845242e-05
338.0	0.0006697535562244341	0.000857845818016015	0.0005770269254059048	8.756050093845242e-05
339.0	0.0002919123820934242	0.0006184871472798257	0.00019794416740652384	2.174579473857317e-05
340.0	0.00032505634473649375	0.0007303950972344105	0.00048799991405756616	0.00040970616812733136
341.0	0.0009282764648403917	0.0005656417264679443	9.455796067942587e-05	-0.00010988361766119514
342.0	0.0006498671786385904	0.0004661679931749859	0.0005368211783453608	4.4261352122850165e-06
343.0	0.00047751857289462504	0.00044751666818255515	0.00047076887960304843	-6.831643479811146e-05
344.0	0.00018585170163559788	0.00020194088911556135	0.0002352780753913176	1.4817930928055941e-05
345.0	0.0007028975188675036	0.0003138488390701373	0.000353023477497183	0.00012912768380152627
346.0	0.000954791634954853	0.0004941449806636321	0.0005052309485120838	-9.949182194542423e-05
347.0	0.0006863255375459736	0.0004692765473403881	5.722405269464027e-05	-9.949182194542423e-05
348.0	0.0010674811079412969	0.0004133225723630957	0.00041333209808798677	-0.00020687371100838717
349.0	0.0009978787863908444	0.0006091614847836103	0.00012902002958846125	4.2529386170105176e-05
350.0	0.0007526134628321127	0.0004723851015057903	0.0002898430178306209	-0.0001341311409979907
351.0	0.0008686173320828608	0.0010288162971132946	0.0005626677300271374	0.0007283879034109665
352.0	0.0010973106743200625	0.00034804293488959674	0.0002324062363155592	9.448836474895979e-05
353.0	0.0008222157843825654	0.0007303950972344105	0.00044492232792127194	0.0003334996662116812
354.0	0.0004576321953087814	0.0005687502806333465	0.0005195901438908431	5.984904569639333e-05
355.0	0.0009017612947259398	0.0005159048598214651	0.00014912290311872917	-0.00013759507290324438
356.0	0.0011536554108132796	0.0007366122055652237	0.00037312635102745097	0.00020187025381192272
357.0	0.0010608523154126792	0.00044440811401715296	0.0004018447417849777	-9.2563958134907e-05
358.0	0.0009349052573690093	0.0005811844972949729	0.0002984585350578797	9.10244328437061e-05
359.0	0.001143712222020358	0.0007117437722419797	0.0005109746266635843	3.560152235959779e-05
360.0	0.001243144109949576	0.0009697537679705998	0.00036738267287594233	0.0001914784580961518
361.0	0.0011403978257560538	0.0005656417264679443	0.0004793843968303073	0.00015337520713833166
362.0	0.0012166289398351147	0.000857845818016015	0.0007292343964208056	0.00028154068763283646
363.0	0.0017403035495956475	0.0006651154597609027	0.0008354924422236538	2.8673658549080558e-05
364.0	0.0012994888464427931	0.0008485201555197997	0.0003817418682547098	0.00018455059428564442
365.0	0.0018695650039036215	0.0008423030471889864	0.0009101602581932332	0.00011180802427524795
366.0	0.001833106644996248	0.0013303460511575806	0.0003070740522851386	0.00028154068763283646
367.0	0.002363410047285389	0.0009324511179857383	0.00028409933967911226	0.0003923865086010531
368.0	0.0029401149972748254	0.001246415088691642	0.0005138464657393427	0.00025729316429603106
369.0	0.004057066538346334	0.0011003130429176067	0.0004190757762394954	0.0002330456409592355
370.0	0.006748356304963736	0.0014204941219543236	0.000528205661118102	9.448836474895979e-05
371.0	0.011073643429884563	0.0011407242470678704	0.0003817418682547098	0.0003161800066854029
372.0	0.01855755019469009	0.001423602676119726	0.0003271769258154065	0.0001499112752330681
373.0	0.029465228300524896	0.001361431592811629	0.0008010303733146266	-0.00013759507290324438
374.0	0.044323666753413815	0.0017064811051715812	0.0009848280741628045	0.00026422102810654826
375.0	0.06678201584035903	0.0022629123007790854	0.0010910861199656607	7.370477331741795e-05
376.0	0.09423184570135079	0.002464968321530413	0.0006086171552391817	0.0002365095728644892
377.0	0.13279484623656443	0.0029250343380103523	0.0005109746266635843	0.0004928405338534988
378.0	0.18682613413729945	0.003322929271182195	0.0007120033619662879	0.0004131701000325949
379.0	0.2572272251874475	0.0044015975665777345	0.001065239568283884	0.00016030307094883902
380.0	0.36118326401744105	0.005862618024318088	0.0010049309476930723	0.0004824487381377278
381.0	0.4943126187658661	0.007637602452764355	0.000703387844739029	0.0003092521428748857
382.0	0.6629789302601923	0.01010890301426134	0.0012404217519048112	-9.429592408739601e-06
383.0	0.8298057518278281	0.013739694279454399	0.0010681114073596344	0.00023997350476975273
384.0	0.9616259200518519	0.018906111302357538	0.0012834993380410973	0.0002746128238223192
385.0	1.0	0.026167693832743658	0.0014615533607377747	0.0002919324833485975
386.0	0.9373347098307447	0.036177238245347805	0.0014012447401469629	0.0002884685514433438
387.0	0.8091338623273445	0.05063512366864653	0.001742993590161558	0.0005378716486218361
388.0	0.6566219182252513	0.07009778129824734	0.001742993590161558	0.00026422102810654826
389.0	0.5412046971132836	0.09626869881679218	0.0020158183023580747	0.0004859126700429815
390.0	0.4428632455550263	0.12755007938326285	0.0024063884166604563	0.0004478094190851614
391.0	0.3822893394285489	0.16950934350789976	0.002702187841462999	0.0003300357343064275
392.0	0.3359706516348566	0.22200971480742507	0.0033512234725831466	0.0004824487381377278
393.0	0.29804732957865426	0.2838357486031654	0.00443965048229347	0.0004963044657587525
394.0	0.26990479089842234	0.3706669921054237	0.0052322780672012514	0.0002503653004855237
395.0	0.23126555924912962	0.47123804501877214	0.006676813122304929	0.0006868207205478827
396.0	0.19693172834717193	0.5892791723416968	0.008543508521544275	0.0006902846524531364
397.0	0.1654449638362541	0.7257602429738041	0.01041307575985938	0.0005655831038638953
398.0	0.1337162483980418	0.8429434093470769	0.01343137862847561	0.000683356788642629
399.0	0.11211964233981644	0.9428212546815401	0.016567426899197706	0.0008738730434317496
400.0	0.0936750271289472	1.0	0.022601160797354428	0.0011440597320417837
401.0	0.0788331606573798	0.9965650476472274	0.02919203147620719	0.000742243631031991
402.0	0.07174035265176251	0.9304554262115589	0.03796549985263212	0.0007353157672214739
403.0	0.06341127483955866	0.8090757117149894	0.049128338340083406	0.0007872747458003285
404.0	0.0578629754931085	0.6853086276193886	0.0645587296941034	0.0008808009072422668
405.0	0.05310350245756344	0.5531546643855252	0.08253069863016467	0.0009431516815368924
406.0	0.04828768468552517	0.45900588437790346	0.10379379514703871	0.0009466156134421461
407.0	0.04127110779398695	0.3775182454859764	0.13021471464396484	0.00154933976495684
408.0	0.0375357832041128	0.3244894199783322	0.1654435645862249	0.0015147004459042637
409.0	0.031785305685539895	0.28485846292358363	0.2019302800436647	0.002082785278366391
410.0	0.02657507475804907	0.25350247705714324	0.2431009650336574	0.0020620016869348492
411.0	0.02289609490466814	0.22417948561487777	0.299842761492382	0.002841386365617639
412.0	0.019687759320818822	0.19949756554156195	0.369651425745782	0.003606915316679404
413.0	0.016933496025179587	0.17367480608954247	0.43759913827809416	0.004029515009120739
414.0	0.015379044177219536	0.14941875793688714	0.5344748858204648	0.004545640863004002
415.0	0.012906504564046413	0.12266964934357695	0.6325912678435606	0.005221107584529092
416.0	0.011729893890217374	0.10040929296511164	0.7241885751646973	0.006523545980905662
417.0	0.01031464668535822	0.08198800098092152	0.7965416888392144	0.007718602488219279
418.0	0.00966833941381833	0.06995478780663872	0.9163375840451683	0.009343186551784738
419.0	0.00890271387676338	0.05710091633268897	0.9828579925568313	0.011719443838790927
420.0	0.007437750727939627	0.049556455373251	1.0	0.01431739276773356
421.0	0.006546178132841006	0.043112422588366395	0.961704025924836	0.017119713679086348
422.0	0.006171651354974291	0.037961548336290285	0.9323911644786267	0.020909255183437333
423.0	0.005677806311592533	0.03484366850838905	0.8858271657043701	0.025585563255534072
424.0	0.004454794090063197	0.031191117364038155	0.7612352992419089	0.031197132942050166
425.0	0.004176384803861396	0.027836987419566153	0.6506178017220611	0.03786520185966959
426.0	0.004023922575703265	0.024072528325260675	0.5537966191221299	0.046126679453707145
427.0	0.0042095287665044655	0.02125306969723833	0.47826150775167864	0.05671938321998259
428.0	0.003294755397555697	0.01806991023186359	0.4030020929324998	0.06760652119820484
429.0	0.0035367063248501153	0.015887705207749264	0.3432218907316287	0.08117127853919064
430.0	0.0026351905409585726	0.013466141512898759	0.3056323890690997	0.09527294532549126
431.0	0.002476099520271833	0.011625877446978993	0.2857334161132083	0.1121977166145762
432.0	0.0025357586530293545	0.009934823980998658	0.25738549259645205	0.12728660399387498
433.0	0.0023236372921137016	0.00852043183573938	0.2289743886200292	0.14474482079636947
434.0	0.0019192809478682305	0.007289444386238992	0.20423923866057	0.160072719477131
435.0	0.0016640724355165772	0.0062356445241666955	0.18367687087817966	0.17292390684563388
436.0	0.0015745837363802904	0.005958983203445645	0.16462509044963533	0.19016735987000247
437.0	0.0013127464315000191	0.005150759120440342	0.14072277382214443	0.20442836752394491
438.0	0.00149835262230122	0.004737321416441472	0.11751257041191002	0.22028278385430547
439.0	0.0013724055642575501	0.004323883712442609	0.10163417216207257	0.23620647882277118
440.0	0.0015712693401159768	0.003571613604414591	0.08668624977277903	0.25669909997427065
441.0	0.001256401695006802	0.0032016956587313946	0.07465324404537464	0.28511373339309254
442.0	0.0015049814148298377	0.004090742150037233	0.06284998544403046	0.31694726760240294
443.0	0.0012696592800640278	0.0027198697630936223	0.054220109021393174	0.35329084115235776
444.0	0.0007095263113961213	0.0021043760383434237	0.0485309958123268	0.4036564110547922
445.0	0.0005835792533524513	0.0018308232717877836	0.043849898118849685	0.46178465235690735
446.0	0.0010509091266197575	0.0014826652052624203	0.0390567987014182	0.5271351916814829
447.0	0.000828844576911183	0.0013241289428267673	0.03450780560542569	0.6029121660408816
448.0	0.0005438064981807641	0.001454688217773783	0.03148088721958221	0.6934732017719166
449.0	0.0007923862180037999	0.0009852965387976197	0.028204118834148213	0.7839511031372254
450.0	0.0006432383861099822	0.0010692275012635583	0.02529207401133484	0.8683082368259454
451.0	0.000653181574902904	0.000767697747219272	0.0221703849359915	0.9302086999728851
452.0	0.0006598103674315122	0.0007521549763922435	0.018615048160209487	0.9808479204958349
453.0	0.00028859798582911065	0.001150049909564086	0.01639224471557679	1.0
454.0	0.0005438064981807641	0.0006433555806030697	0.01413785104111081	0.9782742190902289
455.0	0.0002455108343931193	0.0007583720847230567	0.012546852193143733	0.950597403167227
456.0	0.00019579489042851028	0.00042575678902472214	0.010622720012389333	0.8849177903116519
457.0	0.0001427645501995971	0.00035115148905499893	0.009755424611511973	0.8218049509978722
458.0	0.00014939334272821478	0.0006526812430992851	0.008095501625726831	0.7124624764765346
459.0	0.00019910928669282383	0.00042575678902472214	0.007581442431167076	0.6154897027888693
460.0	-5.941362192313376e-05	-0.00017730271906385022	0.0069094320874409105	0.5449571213340294
461.0	5.990464359191851e-05	0.00027965474325068675	0.006392501053805404	0.4788341251945816
462.0	0.0002620828157146588	3.407896418368414e-05	0.005996187261351506	0.42560734753840485
463.0	0.0001692797203140584	0.0002454606474312273	0.0054132039289736785	0.38060740815721317
464.0	0.00020905247548574563	-0.0002239310315449272	0.0042443654251422755	0.3502044778247739
465.0	6.874303363005344e-06	-7.472043160548965e-05	0.004146722896566678	0.32450903095157857
466.0	-8.924318830189918e-05	0.00012111848081502494	0.003951437839415491	0.2988343676698149
467.0	0.00044437461025154606	0.00013355269747665136	0.0037015878398249926	0.283825150724337
468.0	-7.929999950897738e-05	6.101976695037942e-06	0.003153066576356201	0.26369624242288947
469.0	-0.00022513343513849094	-0.00014000006907899745	0.0028256769217203733	0.25001717532903023
470.0	-5.941362192313376e-05	-8.715464826710723e-05	0.0022484372674940554	0.2274323393067556
471.0	0.00013613575767098884	-0.00023947380237195583	0.0023747981868271796	0.2138017672595699
472.0	-0.00022513343513849094	-0.00024258235653735802	0.0018176614061311293	0.19092596095725373
473.0	0.0002687116082432765	-0.00016486850240223262	0.0017372499120100495	0.17321141319377023
474.0	0.00016265092778544073	-0.00016175994823683043	0.0017056596821767643	0.15559731945553917
475.0	0.0001328213614066753	-4.9851998282245626e-05	0.0010997016371929195	0.142472481466521
476.0	7.316222864915387e-05	7.759872249935896e-05	0.0012633964645108295	0.12668041591045504
477.0	0.00020242368295712794	5.2730289176114944e-05	0.0014586815216620244	0.11574824681746446
478.0	-7.598560324467325e-05	-6.228621494387205e-05	0.0012260625565260438	0.1049477071368736
479.0	-0.0002847925678960218	-0.00036692452315356043	0.0009762125569355455	0.09752103713200294
480.0	0.0003847154774940246	-9.958886492872482e-05	0.0009216476144962422	0.08960248879658579
481.0	-0.00022844783140279508	-0.0002239310315449272	0.001073855085511143	0.08313532792947127
482.0	-0.00032787971933201317	-5.296055244765665e-05	0.0007723119825570917	0.07738520096674491
483.0	0.00031179875967926786	-0.00021460536904871182	0.000528205661118102	0.07304835822136334
484.0	0.00022231006054297157	1.5427639191253342e-05	0.0008699545111326892	0.0682681321921089
485.0	0.00030516996715065014	4.029607251449736e-05	0.0012748838208138384	0.06333549315902315
486.0	7.979102117776212e-05	9.935860165719194e-05	0.0006861568102845114	0.058163842824474676
487.0	0.00025876841945035464	-0.000379358739815178	2.5633822861355124e-05	0.05304761540041033
488.0	0.000653181574902904	-7.161187744008746e-05	0.000990571752314313	0.04759538658153605
489.0	0.0002985411746220325	-0.0001555428399060172	0.000579898764481655	0.043417884703796296
490.0	0.00011293498382083167	-3.2236858011774587e-06	0.00046502520145153984	0.0384332866921317
491.0	0.0005769504608238336	-6.228621494387205e-05	0.00041046025901223654	0.03404448496817128
492.0	0.0003482571185866415	-0.0002332566940411426	0.0005483085346483699	0.029783848724705367
493.0	0.0010243939565052962	-0.00014310862324439964	0.00014337922496722054	0.026437690504227257
494.0	0.00043443142145863366	-9.648031076332263e-05	0.000508102787587834	0.023060356896601835
495.0	0.0008155869918539476	0.0006278128097760411	4.8608535467381426e-05	0.020777625771037575
496.0	0.0007194695001890431	0.0007956747347079183	0.0009675970397082866	0.019069907341745948
497.0	0.0010774242967342188	0.00033871727239338133	0.00013763554681572008	0.016710969714266038
498.0	0.00044437461025154606	0.00020815799744636573	1.1274627482595825e-05	0.015245726518342396
499.0	0.0006962687263388954	0.0003915626932052627	0.0002151752018610415	0.01369042109288207
500.0	0.0006465527823742863	4.029607251449736e-05	0.00043056313254250444	0.012814046320852089
501.0	0.00099456439012654	0.00020504944328096354	0.0004047165808607279	0.011518535788286035
502.0	0.0005968368384096773	0.0002765461890852757	0.00018645681110351478	0.010157210549520094
503.0	0.0011503410145489756	0.0002454606474312273	6.583956992189912e-05	0.009163062092711378
504.0	0.0008951325021973221	0.00037601992237823413	8.019876530065841e-05	0.008501451098807322
505.0	0.0011006250705843665	0.00012111848081502494	0.0005741550863301464	0.007088166881462526
506.0	0.0008454165582327131	0.00011800992664962274	0.00016922577664899707	0.006485442729947842
507.0	0.0011702273921348192	0.0005096877514906519	0.00020081600648228222	0.006461195206611037
508.0	0.0013127464315000191	0.00028898040574690216	0.0002898430178306209	0.005612531889823114
509.0	0.0010144507677123838	0.0002672205265890603	0.00021230336278529129	0.004885106189719179
510.0	0.0011238258444345142	0.00044751666818255515	-5.190583218396631e-05	0.004486754020614639
511.0	0.0012862312613855674	0.00044129955985174193	-1.1700085123430479e-05	0.004015659281499704
512.0	0.0016508148504593512	0.00029519751407770654	0.00015486658127023778	0.0036311628400161997
513.0	0.0010442803340911398	0.0003325001640625681	4.286485731587281e-05	0.0030769337351751066
514.0	0.001584526925173212	0.0006464641347684719	0.0003042022132093802	0.0027478602041757006
515.0	0.001534810981208603	0.0004910364264982211	-0.00025580640656242015	0.0025711996770076046
516.0	0.0016640724355165772	0.0006620069055955005	7.158324807339957e-05	0.0024083948774605334
517.0	0.0013326328090858628	0.00028276329741608894	-0.000304627670850223	0.0020412180955033075
518.0	0.0018662506076393174	0.0007024181097457642	-0.00019836962504736665	0.001677505245451335
519.0	0.001584526925173212	0.0005749673889641597	-9.785525739601892e-05	0.0017121445645039111
520.0	0.0021579174788983447	0.0009884050929630306	0.0004075884199364863	0.0016532577221145394
521.0	0.0017038451906882643	0.0008609543721814172	4.573669639162304e-05	0.0013034005996836013
522.0	0.0017535611346528733	0.000991513647128433	0.0002697401443003448	0.0012133383701469266
523.0	0.002015398439533135	0.0007490464222268413	-8.923974016876007e-05	0.0011094204129892173
524.0	0.0023600956510210756	0.0007552635305576545	0.00045353784514853075	0.0008565533839054712
525.0	0.0023932396136641543	0.0010070564179554527	0.0003099458913608888	0.0008704091115264959
526.0	0.002134716705048197	0.0007770234097154875	0.0004190757762394954	0.0008045944053266166
527.0	0.0023998684061927625	0.0009821879846322174	-5.47776712597247e-05	0.0006902846524531364
528.0	0.0027644519952665465	0.0009386682263165427	-9.785525739601892e-05	0.0006868207205478827
529.0	0.002008769647004527	0.0011469413553986836	8.402788406837435e-06	0.0005863666952954371
530.0	0.0023998684061927625	0.0024525341048687865	0.0010164183039960894	0.0019823312531139455
531.0	0.002197690234070032	0.0010257077429478834	0.00013189186866421147	0.0004131701000325949
532.0	0.0024727851240075194	0.0009697537679705998	0.00020943152370954106	0.0002295817090539818
533.0	0.0027677663915308603	0.0006775496764225292	9.168612160367565e-05	0.00024343743667500642
534.0	0.002492671501593363	0.001271283522014886	9.168612160367565e-05	0.0002884685514433438
535.0	0.002452898746421676	0.0011935696678797606	-0.0001294454872292959	-0.0001756983238610744
536.0	0.002300436518263554	0.0012806091845111015	1.701830563409628e-05	1.4817930928055941e-05
537.0	0.0030428612814683478	0.0009852965387976197	-0.00014380468260806337	-0.00010641968575593161
538.0	0.0029202286196889915	0.0012339808720300246	0.0003961010636334691	0.00025729316429603106
